book_id,title,description,language_code
18662736,Remember that Nice Lady who Used to Make Homemade Peanut Brittle? She's Dead.,"Tom Oatmeal is just a regular guy thinking about things like hair transplants for dogs and hand-to-hand combat with bus drivers. Truly the most average man in the world, his collection of essays reads like the fever dreams of a man both painfully clueless and totally lacking in impulse control. They're delightfully paranoid, addictively hilarious and charmingly illustrated.
The author's website, TomOatmeal.com, was one of Gawker's ""Best Things We Read All Year"", and The New York Observer chose it as one of the ""100 Funniest Tumblers...Ever.""",eng
28699881,"Double Knot (Davis Way Crime Caper, #5)","USA TODAY BESTSELLING AUTHOR
""Powerfully heartfelt and knock-your-socks-off hilarious. I'm a fan!"" - Janet Evanovich
Super Spy Davis Way sets sail on a Caribbean cruise aboard the MS Probability with fifty billionaires, a boatload of Louis Vuitton luggage, Anderson Cooper, and her mother. (Her mother?) The weather is perfect, the seas are calm, and Suite 704 is spectacular. Until the door slams shut. For good.
Obviously, it's a system glitch. Surely someone will show up to free Davis, Miss Hawaii, and the creepy staff. But when the minutes turn to hours and the hours stretch into a day, Davis knows it's up to her. With $50,000 in casino chips, a pot roast, and a crash course in banking, she races against the clock to determine why they're being held, stop the people behind it, and find a way out.
Secrets are revealed, antiquities are destroyed, and they're running out of dishes. It's mayday on Probability when Davis Way realizes that only the truth will set her free.
Books in the Davis Way Crime Caper Mystery Series:
DOUBLE WHAMMY (#1)
DOUBLE DIP (#2)
DOUBLE STRIKE (#3)
DOUBLE MINT (#4)
DOUBLE KNOT (#5)
Part of the Henery Press Mystery Series Collection, if you like one, you'll probably like them all...",eng
15871816,Lords of the Bow,"Genghis unites Mongol tribes to cross the Gobi Desert and fight the Chin - gleaming cities, soaring walls, and canals. Laying siege to one fortress after another, Genghis cunningly crushes each enemy differently, overcoming moats, barriers, deceptions, and superior firepower--until his army calls the Emperor in Yenking to kneel.",eng
20637262,"Chimera (Cat Clan, #3)","this book is no longer available. It has been re-edited and will shortly be released in three parts.
Gladiatrix (Hybrid #6)
Chimera (Hybrid #7)
Reunited (Hybrid #8)
It will also be available as a single volume.
Dagus recognised the red eyed woman as a dakaran immediately she walked into the slave pens on Garia where he was about to be sold. What was even more surprising was that she apparently had a voice in her head that told her that his friend Chesara was her sister.
But this was a very different animal to the kind and caring woman that'd saved his life. This sister was a cold, calculating killer of many sentient beings, both human and garian. Unfortunately she was also his only possible way off Garia, if he could persuade her that he was worth keeping alive.
His mentor Tenset had taught him how to charm the ladies, and how to rely on your friends. The problem was, this was no lady, and his friend had no idea where Dagus was, or even that he was in trouble.",eng
15790301,Valentine's trilogy,"The stories of Liam & Daniel. STORY 1: Liam realises how deep his feelings for Daniel lie. STORY 2: Boy likes girls, boy meets boy, now boy is confused. STORY 3: Will you marry me?
Link: http://original.adultfanfiction.net/s...",eng
2321296,"Ink Exchange (Wicked Lovely, #2)","Unbeknownst to mortals, a power struggle is unfolding in a world of shadows and danger. After centuries of stability, the balance among the Faery Courts has altered, and Irial, ruler of the Dark Court, is battling to hold his rebellious and newly vulnerable fey together. If he fails, bloodshed and brutality will follow.
Seventeen-year-old Leslie knows nothing of faeries or their intrigues. When she is attracted to an eerily beautiful tattoo of eyes and wings, all she knows is that she has to have it, convinced it is a tangible symbol of changes she desperately craves for her own life.
The tattoo does bring changes, but not the kind Leslie has dreamed of, but sinister, compelling changes that are more than symbolic. Those changes will bind Leslie and Irial together, drawing Leslie deeper and deeper into the faery world, unable to resist its allures, and helpless to withstand its perils. . .",eng
8239522,"The Game (Virtus Saga, #2)","Virtus Saga Book 2
From now on, I'll treat you like a slave, a mere thing men and women will use for their pleasure alone. And you are to service whatever player I choose for I want to see how far I can take you, how much you'll yield to sex for the sake of sex. Because you're just an object, something they'll discard as soon as they come, your body useless once they get exactly what they want from it.
And don't miss the beginning of the saga in The Sex, Book 1 of the Virtus Saga, available @ eXtasy Books. Check it out http://www.goodreads.com/book/show/78...",eng
20813224,Gauntlet,,eng
8025722,Overboard,A true blue water odyssey of disaster and survival.,eng
32592152,Coco Butternut,"Coco Butternut marks the always-welcome return of Joe R. Lansdale's dysfunctional duo: Hap Collins and Leonard Pine. As usual, wherever Hap and Leonard go, trouble seems to already be there, awaiting their arrival. And in the case of this twisty, hilarious, and heartfelt new novella, Lansdale sends his heroes to Oak Rest mortuary and cemetery to grapple with the living and the dead--both canine and human.
When the mummified corpse of a beloved prize-winning dachshund named Coco Butternut is stolen from her final resting place, Hap and Leonard are hired by the owner to get her body back. The job is straightforward: they must simply exchange a bag full of cash for the missing pooch's mummy. But they can feel something's not on the up-and-up, and how right they are.
With assistance from Hap's significant other, Brett, and his daughter, Chance, Hap and Leonard are soon embroiled in a gripping mystery tied to the dark secrets lurking beneath the hallowed ground of Oak Rest cemetery. In his inimitable style, and at the top of his game, here Lansdale gives us a highly enjoyable new entry in the ongoing adventures of Hap and Leonard.",eng
9475378,Persistence: All Ways Butch and Femme,"Lambda Literary Award finalist
American Library Association Stonewall Honor Book
In the summer of 2009, butch writer and storyteller Ivan Coyote and gender researcher and femme dynamo Zena Sharman wrote down a wish-list of their favourite queer authors; they wanted to continue and expand the butch-femme conversation. The result is Persistence: All Ways Butch and Femme. The stories in these pages resist simple definitions. The people in these stories defy reductive stereotypes and inflexible categories. The pages in this book describe the lives of an incredible diversity of people whose hearts also pounded for some reason the first time they read or heard the words ""butch"" or ""femme.""
Contributors such as Jewelle Gomez (The Gilda Stories), Thea Hillman (Intersex), S. Bear Bergman (Butch is a Noun), Chandra Mayor (All the Pretty Girls), Amber Dawn (Sub Rosa), Anna Camilleri (Brazen Femme), Debra Anderson (Code White), Anne Fleming (Anomaly), Michael V. Smith (Cumberland), and Zoe Whittall (Bottle Rocket Hearts) explore the parameters, history, and power of a multitude of butch and femme realities. It's a raucous, insightful, sexy, and sometimes dangerous look at what the words butch and femme can mean in today's ever-shifting gender landscape, with one eye on the past and the other on what is to come.
Includes a foreword by Joan Nestle, renowned femme author and editor of The Persistent Desire: A Femme-Butch Reader, a landmark anthology originally published in 1992.
Ivan E. Coyoteis the author of seven books (including the novel Bow Grip, an American Library Association Stonewall Honor Book) and a long-time muser on the trappings of the two-party gender system.
Zena Sharmanis the assistant director of Canada's national Institute of Gender and Health.",eng
3555631,The Future in America,,eng
969599,"The Ideal Wife (Stapleton-Downes, #1)","When Abigail Gardiner knocks at the door of Miles Ripley, Earl of Severn, the last thing she expects is a marriage proposal. Desperate, she'd come to this charismatic stranger's home to plead for her future. Instead she shocks them both by saying yes. Her impulsive decision will have consequences neither she nor her new husband can foresee. For Miles has his own reasons for marrying her. And Abigail is harboring a secret of her own. As distrust gives way to desire . . . as, together, they give in to the pleasures of the marriage bed, a devastating scandal threatens their future. Now these two wary hearts will risk ruin and disgrace for a love that has changed them both forever--the kind all seek, but few ever find.",eng
572808,Wyoming Widow,"Desperate Times Called for Desperate Measures....
And widow Cassandra Logan was as desperate as they come. Who could blame her for the audacious falsehood she told for the sake of her baby? No one -- except maybe straight-arrow rancher Morgan Tolliver, who had every right to distrust her lying ways!
When his passion outpaced his suspicions, Morgan knew he was in trouble. After all, Cassandra had suddenly appeared at the ranch carrying nothing but a trunkful of lies. So when exactly had he dismissed her deceit and accepted the truth of his love?",eng
20783209,Vespertine (The Sun Born #1),"Moving to the tiny town of Cold Water right before junior year feels like the worst thing in the world for Ana Lanoway--that is, until she meets James. She could hardly guess that family tragedy would lead her to the boy of her dreams...
Ridiculously rich, serenely beautiful 'Dela boy' James Sulien is sweet and gallant as a prince--if a little odd--and for reasons the shy, lonely sixteen-year old Ana doesn't quite understand, he insists they are bound together by Fate.
But lurking under the small town's pretty, peaceful perfection is a history of inexplicable violence, which Ana's sleuthy new friend Holly is determined to solve. A town as old as theirs is bound to hide a few dark secrets, but as the girls soon discover, the ones in plain sight are infinitely more terrifying, and the truth of James's identity brings to life a monster made centuries ago, whose appetite for vengeance is legendary!",eng
22758408,Confessions of a Domestic Failure,"From the creator of The Honest Toddler comes a fiction debut sure to be a must-read for moms everywhere 
There are good moms and bad moms--and then there are hot-mess moms. Introducing Ashley Keller, career girl turned stay-at-home mom who's trying to navigate the world of Pinterest-perfect, Facebook-fantastic and Instagram-impressive mommies but failing miserably.
When Ashley gets the opportunity to participate in the Motherhood Better boot camp run by the mommy-blog-empire maven she idolizes, she jumps at the chance to become the perfect mom she's always wanted to be. But will she fly high or flop?
With her razor-sharp wit and knack for finding the funny in everything, Bunmi Laditan creates a character as flawed and lovable as Bridget Jones or Becky Bloomwood while hilariously lambasting the societal pressures placed upon every new mother. At its heart, Ashley's story reminds moms that there's no way to be perfect, but many ways to be great.",eng
18275885,"All I Need is You (The Alexanders, #4)","ALL I NEED IS YOUis the fourth book in M. Malone's USA TODAYbestselling contemporary romance series: The Alexanders.
He'll do whatever it takes to protect her. What he won't do...
is fall in love...
Kaylee Wilhelm is tired of always being a good, respectful Southern belle. So when the man she loves leaves town after their steamy kiss, she's done. As a single mother with a demanding singing career, she has no time for pining after her former bodyguard.
Years ago Elliott Alexander disappeared for a year and then came back irrevocably changed. With the FBI still watching, he can't afford distractions. Especially not sweet kisses from the only woman who gets under his skin.
When she's targeted by a stalker who seems to know her every move, Eli is the only one who can protect her. He'll have to stop running from his past and face his demons.
And maybe, just maybe, find his way back home again.
WARNING: This book contains best friends with attitude, blind dates, the reckless use of explosives and a hero that gives new meaning to the term ""in the closet"". Did I mention this is a really sexy book? Just saying...
THE ALEXANDERS SERIES
Book 0.5 - Teasing Trent - the prequel
Book 1 - One More Day~ Jackson & Ridley
Book 2 - The Things I Do for You~ Nick & Raina
Book 3 - He's the Man~ Matt & Penny
Book 3.5 - Christmas with The Alexanders
Book 4 - All I Need is You~ Elliott & Kaylee
Book 5 - Say You Will~ Trent & Mara
Book 6 - Just One Thing~ Bennett & Katie",eng
18005971,"Beautiful Experiment (Island of Defiance, #1)","Six unruly teens are abducted on their way to a juvie home. Dumped onto an uncharted island. Could things get any worse? Hell, yeah. Hostility and envy run rampant. Throw in some alphas, divas and demons, and what do you have? Beautiful Experiment. Book One of the Island of Defiance Trilogy.
The teens are referred to as waywards, informed their parents have sent them to the island for rehabilitation. While they struggle with their predicament, and each other, they come to a shocking realization ... for once in their lives, they have to follow rules.
Brook has lived on the Island of Defiance his entire life, with no choice but to believe everything he has been taught. As he approaches eighteen, the secret of who he is, and the ultimate fate he must face, begins to unfold. To complicate matters even more, Brook grows to experience something he has never known ... love.
How do you convince a stranger a dreadful mistake has been made? Gabriella Winslow is an honors student who has always helped others, but now has to fight for herself. Something unimaginable wants her as much as the beautiful island boy with whom she is falling in love.
Beautiful Experiment is Book One of The Island Of Defiance Trilogy (paranormal - fantasy - romance - for teens and adults) Mature 17+ for adult language, drugs & alcohol, mild sexual situations & violence.",eng
1408284,The Incandescent Ones,"Young Peter, a student of Byzantine Art at Moscow University, receives, through a cryptic sentence in a lecture, a message to buy two books of his choice at a specific hour in the University bookshop. When he opens the package, a third book has been included. It is this third book which sends Peter on a series of adventures leading to the unravelling of a mysterious power source guiding the destinies of planet Earth. His quest is also intimately linked with his father's baffling disappearance.
Once again the Hoyles have succeeded in combininig an enjoyable piece of story-telling with scientific speculation of lasting interest.",eng
6001758,"Fire (Graceling Realm, #2)","Fire is one of the most dangerous monsters of all - a human one. Marked out by her vivid red hair, she's more than attractive. But with this extraordinary beauty comes influence and power. Aware of her power, Fire lives in a corner of the world away from people. But now the day has come when she is needed by her king.",eng
15583988,Trailing: A Memoir,"Trailing: A Memoir was VOTED ONE OF THE BEST INDIE BOOKS OF 2013! Something unexpected occurs when Kristin Louise Duncombe moves to New Orleans to begin her adult life as a psychotherapist: She falls madly in love with a Medecins Sans Frontieres doctor, abandons all of her plans, and follows him on a medical mission to East Africa. Faced with the dual culture shock of Kenya and life with the MSF team, Kristin struggles to craft a new existence in a context of mishap, witchcraft, and the life or death stakes of the MSF world. Just when she has managed to establish a life for herself in Nairobi, a violent carjacking catapults her into a state of acute post-traumatic stress, and her life thereafter devolves into a world of intense anxiety that permeates every aspect of her existence. Forced to examine questions about her relationship, career, and personal identity, she struggles to save her marriage while facing the most difficult fight of her life: saving herself. Duncombe's debut, as humorous as it is harrowing, provides an insider's view of an MSF marriage and the humanitarian crisis in East Africa. Probing deeply into her tumultuous search for identity, she captures the essence of the experience with extraordinary authenticity and honesty. An altogether life-altering journey to the core of the human soul, Trailing: A Memoir is a compulsive page-turner, as fascinating as it is life affirming.",eng
17560916,The Lost Starship,"This book is not really part of the Daisy Weal series, but it does take place in, what can only be described as, the Daisy Weal universe.
Two hundred years had passed, and the flagship of the Star Fleet, HMSS 'The Daisy Weal' was heading towards Cren to deliver an archaeological and survey team.
An accident happened. A beam of energy from an unknown source penetrated the ship killing all passengers and crew instantly.
The ship took evasive action and escaping on emergency thrust, it inadvertently twisted space and performed an unintended, and previously impossible, hyper jump.
Completely lost, it finds that his bio processor has been programmed with an overpowering urge to find a way home
This is the story of that journey home and of the many civilisations that were encountered, of changes that were made, of friends that were met, and of the life that it was given.",eng
20930755,The Man Who Couldn't Stop,"Have you ever had a strange urge to jump from a tall building, or steer your car into oncoming traffic? You are not alone. In this captivating fusion of science, history and personal memoir, writer David Adam explores the weird thoughts that exist within every mind, and how they drive millions of us towards obsessions and compulsions.
David has suffered from OCD for twenty years, and The Man Who Couldn't Stop is his unflinchingly honest attempt to understand the condition and his experiences. What might lead an Ethiopian schoolgirl to eat a wall of her house, piece by piece; or a pair of brothers to die beneath an avalanche of household junk that they had compulsively hoarded? At what point does a harmless idea, a snowflake in a clear summer sky, become a blinding blizzard of unwanted thoughts? Drawing on the latest research on the brain, as well as historical accounts of patients and their treatments, this is a book that will challenge the way you think about what is normal, and what is mental illness.
Told with fierce clarity, humour and urgent lyricism, this extraordinary book is both the haunting story of a personal nightmare, and a fascinating doorway into the darkest corners of our minds.",eng
937309,Hitler's Uranium Club: The Secret Recordings at Farm Hall,"From April through December of 1945, ten of Nazi Germany's greatest nuclear physicists were detained by Allied military and intelligence services in a kind of gilded cage at Farm Hall, an English country manor near Cambridge. The physicists knew the Reich had failed to develop an atomic bomb, and they soon learned, from a BBC radio report on August 6, that the Allies had succeeded in their own efforts to create such a weapon. But what they did not know was that many of their meetings and private conversations were being monitored and recorded by British agents. This book contains the complete collection of transcripts that were made from these secret recordings, providing an unprecedented view of how the German scientists, including two Nobel Laureates, thought and spoke about their roles during the war.",eng
4099906,"Portrait in Death (In Death, #16)","After a tip from a reporter, Eve Dallas finds the body of a young woman in a Delancey street dumpster. Just hours before, the news station had mysteriously received a portfolio of professional portraits of the woman. The photos seemed to be nothing out of the ordinary for any pretty young woman starting a modeling career. Except that she wasn't a model. And that these photos were taken after she had been murdered.
Now Dallas is on the trail of a killer who's a perfectionist and an artist. He carefully observes and records his victim's every move. And he has a mission: to own every beautiful young woman's innocence, to capture her youth and vitality--in one fateful shot...",eng
24972267,Passing the Torch,"Deep in the Arizona desert live a girl and her dad, burying secrets--and bodies.
Mesa Kingston's first memory of burying a corpse was at eight years old. Back then it had been the carcass of a large lizard her dad found that they buried in the backyard of their isolated cottage. At age fourteen, the body of a young lady accompanied the reptile's remains, and ever since, an accumulation of female bodies began to grow. Now, the only way Mesa can stop the haunting screams of the dead is by drowning them out with flames. Or is there more to the blaze than even she can perceive?",eng
32609493,An Untouchable Christmas (Untouchables #1.5),"Sofia Capri survived life as a mob wife, but living with drop-dead gorgeous FBI agent Logan Stone has its own challenges. Step one? Host his family for Christmas dinner.
Rescuing Sofia from her former mob life and saving her kidnapped son was enough to earn Logan a place in her life, but a mysterious phone call before dinner threatens the security he'd give anything to provide.
When Sofia's son and Logan's nieces disappear from the festivities, the illusion of a normal Christmas shatters, hurling Sofia back into her nightmares.",eng
23472048,"Micah, The Fierce Falls Hard for Emma, The Brave (Micah & Emma, #1-7)","I didn't do love or relationships.
I didn't need anyone.
But, my dick loved the ladies. I always had plenty of beautiful women throwing themselves at me.
What can I say?
Being a professional athlete came with lots of perks.
Sex being the best kind of perk.
I figured each one night stand got a story about sleeping with Micah Turner and I got laid.
Simple and uncomplicated.
No emotion.
No connection.
No baggage.
I was my own man, content to stay that way.
Until I met Emma Matthews--hot, curvy, and so sweet I wanted to eat her up.
She rocked my world and turned it upside down.
She made me feel things I never thought possible.
What the hell was I going to do with her?
~Micah Turner
**************************************************************
I wanted love in my life. Mad passion. Aching tenderness. True partnership.
I knew adoring a man was a beautiful and messy ordeal, but I craved all of the highs and lows of letting someone into my life.
But, where, oh where to find such a man?
I didn't have time to search for the right guy as I was too busy with the salon I owned with my sister, Marla.
So, fate decided to drop Micah Turner into my lap one night.
Wowzer. With one smoldering stare, he hooked me, line and sinker.
He saw something in me that made me want to take a chance and be bold for once in my life.
Oh, I was so brave with him.
He looked tough, but I was able to see past his gruff exterior and recognize his flawed humanity, scarred heart and raw soulfulness.
He was the entire package...except his inability to stay connected to another human being.
He feared intimacy. I loved it.
He didn't know shit about love or relationships and it showed.
If he wanted a real relationship with me, he was going to have to work his ass off.
~Emma Matthews
**************************************************************
What follows is an adventure that will change their lives forever. Packed with raw emotion, heartbreak, deception, hope, redemption and love, this 7 part series will pull you under into the delicious world of Micah and Emma.",eng
23303983,"A Christmas Gone Perfectly Wrong (Blackshear Family, #0.5)","It should have been simple...
With one more errand to go--the purchase of a hunting falcon--Andrew Blackshear has Christmas completely under control. As his sister's impending marriage signals the inevitable drifting-apart of the Blackshear family, it's his last chance to give his siblings the sort of memorable, well-planned holiday their parents could never seem to provide.
He has no time to dawdle, no time for nonsense, and certainly no time to drive the falconer's vexing, impulsive, lush-lipped, midnight-haired daughter to a house party before heading home. So why the devil did he agree to do just that?
It couldn't be more deliciously mixed-up...
Lucy Sharp has been waiting all her too-quiet life for an adventure, and she means to make the most of this one. She's going to enjoy the house party as no one has ever enjoyed a house party before, and in the meanwhile she's going to enjoy every minute in the company of amusingly stern, formidably proper, outrageously handsome Mr. Blackshear. Let him disapprove of her all he likes--it's not as though they'll see each other again after today.
...or will they? When a carriage mishap and a snowstorm strand the pair miles short of their destination, threatening them with scandal and jeopardizing all their Christmas plans, they'll have to work together to save the holiday from disaster. And along the way they just might learn that the best adventures are the ones you never would have thought to plan.",eng
18404570,"Pleasing the Pirate (Secrets & Seduction, #3)","Two hearts are wrenched between love and duty in Sharon Cullen's tale of a ruthless pirate and the Scottish lass who fills him with desire for something greater than plunder.
With her clan's crops burned and their property confiscated, Mairi McFadden is desperate to free her brother from imprisonment so that he can take his rightful place as chief. Her only hope is the fierce English pirate Phin Lockwood, but the buccaneer laughs at her meager funds. His roving eyes, however, tell Mairi there's something else he'll take in exchange for her brother's rescue. Though she burns with hatred for the English, she'll do anything to save her clan.
The crown has made it clear that Phin has two choices: bring in a certain Scottish traitor or hang. And he's not about to let a tiny, whiskey-eyed woman get in his way, even if she is pointing a gun at him. When Phin learns that Mairi's brother is the very man he seeks, he's more than willing to use the lass as bait. But as the moment of capture draws near, Phin is surprised by his feelings for the courageous beauty who has him considering risking his life--for someone besides himself.",eng
31695409,Peepland #1,"Times Square, 1986: the home of New York's red light district where strip clubs, porno theatres and petty crime prevails. When a chance encounter for Peepbooth worker Roxy Bell leads to the brutal murder of a public access pornographer, the erotic performer and her punk rock ex-partner Nick Zero soon find themselves under fire from criminals, cops, and the city elite, as they begin to untangle a complex web of corruption leading right to city hall. Like The Naked City, there are eight million stories in The Deuce. This is one of them.",eng
232108,Beezus and Ramona,"Having a little sister like four-year-old Ramona isn't always easy for Beezus Quimby. With a wild imagination, disregard for order, and an appetite for chaos, Ramona makes it hard for Beezus to be the responsible older sister she knows she ought to be...especially when Ramona threatens to ruin Beezus's birthday party. Newbery Medal winner Beverly Cleary delivers a humorous tale of the ups and downs of sisterhood. Both the younger andolder siblings of the family will enjoy this book.
""An important reminder of the good that can come when you throw yourself fully into any situation and draw outside the lines,"" says Brightly.com in their article ""12 Girls from Fiction Who Are Their Own Heroes.""
Supports the Common Core State Standards",eng
27783189,Past Lives,"This is the story of how I died...repeatedly.
J has been cursed for all eternity. In her very first life on Earth, she made the mistake of falling in love with her sister's betrothed... and it was all downhill from there. In revolutionary France, J and the other members of Marie Antoinette's court are forced into hiding, desperate to escape a wild uprising out for their blood. From there, she is reincarnated in America in the late 1800s, where she disguises herself as a man in the Confederate army and is surrounded by carnage and blood. In Austria in the 1930s, she became the only hope for her Jewish friends' survival against the Nazi storm. Now, as a 21st century teenager, she faces mountains of extracurricular volunteer work and a ruthless bully all on her quest to get into a competitive college.
Talk about a bummer.
Beside her in each life, Sebastian finds himself on the wrong side of every battle. Always a soldier, he makes it his mission time and time again to rescue J with the hope that maybe someday they'll get the chance to be together, if only that were possible. They say that everything happens for a reason, but can J and Sebastian find a way to break their curse and finally make a life together?",eng
31557062,"City of Miracles (The Divine Cities, #3)","Shara Komayd, once Prime Minister of Saypur, has been assassinated.
News travels fast and far, even to a remote logging town somewhere northwest of Bulikov, where the silent, shaven-headed Dreyling worker 'Bjorn' picks up the newspaper and walks out. He is shocked and grieved and furious; he's been waiting thirteen years for Shara, his closest friend, to reach out to him - to tell him to come home. He's always believed she was running a long operation, that there would be a role for him at the right time. Now he has no one else in his life, and nothing to live for - except to find the people who did this.
Sigrud wasn't there for the death of his daughter Signe, and he wasn't there when his old comrade Shara was murdered. Now Bjorn is dead and Sigrud is back. And he will find answers, for Shara, and for himself. He's made a promise . . .",eng
29852573,"Bodyguard Reunion (Guardians, Inc., #6)","REUNIONS CAN BE DEADLY&nbsp;
Teaming up with an old flame is not what bodyguard Chloe Howard would call a smart move. Nine years ago Chloe and T.J. Davenport worked on a case together, fell in love, then went their separate ways. Now she's reunited with the fearless bodyguard to protect a controversial couple on a book tour through Texas. And the reunion reminds Chloe of dreams best forgotten. She knows she has to keep her emotions in check so their clients' protection remains their top priority. Protection that is the only thing keeping them from falling prey to a stalker's deadly schemes.",eng
25121872,The End Game,"From #1 New York Times-bestselling author Catherine Coulter, the explosive new addition to the remarkable thriller series featuring Nicholas Drummond and Mike Caine.
FBI agent Nicholas Drummond and his partner, Mike Caine, are deep into an investigation of COE--Celebrants of the Earth--a violent group known for widespread bombings of power grids and oil refineries across the country. While investigating a tip from a civilian who's overheard about a possible bombing plot, the Bayway Refinery in New Jersey explodes. Nicholas and Mike race to the scene and barely escape being killed by a secondary device.
Returning to the civilian's home to continue their interrogation, they discover the tipster--and the FBI team left to guard him--dead. While Nicholas calls in the assassinations, COE strikes again, this time launching a cyber-attack on several major oil companies and draining their financial and intellectual assets.
But COE has been infiltrated by a deep-cover counterterrorism agent named Vanessa Grace. A bomb-making expert, Vanessa must leave COE and join forces with Nicholas and Mike to stop the organization's devious plan to assassinate the President. But there's an assassin on the loose who could tip the scales in COE's favor, and no one knows his ultimate target, or who has contracted his services.
Working with the CIA, the Secret Service, Mossad, MI-5, and even Savich and Sherlock, Nicholas and his team put their lives on the line to prevent another conflagration--and save the President.",eng
18812421,A Baby for the Doctor (Safe Harbor Medical #13),"BABY STEPS
A baby is the last thing surgical nurse Anya Meeks expected from her passionate New Year's Eve fling. Growing up, Anya shouldered more than her share of responsibility, even raising her three younger siblings. She isn't ready to tackle a lifelong commitment to a child--or to a man--no matter how caring and attentive he seems.
A drop-dead-gorgeous doctor like Jack Ryder is used to the women of Safe Harbor Hospital vying for his attention. Too bad the only woman he wants is avoiding him. Jack longs for a family--he'll do anything to persuade Anya not to put their baby up for adoption. But with her jaded views on relationships and family, it won't be easy. Can he convince her that their love is no accident?",eng
31450526,Catching Breath: The Making and Unmaking of Tuberculosis,"With more than a million victims every year--more than any other disease, including malaria--and antibiotic resistance now found in every country worldwide, tuberculosis is once again proving itself to be one of the smartest killers that humanity has ever faced. But it's hardly surprising considering how long it's had to hone its skills. Forty-thousand years ago, our ancestors set off from the cradle of civilization on their journey towards populating the planet. Tuberculosis hitched a lift and came with us, and it's been there ever since; waiting, watching, and learning.
The organism responsible, Mycobacterium tuberculosis, has had plenty of time to adapt to its chosen habitat--human lungs--and has learned through natural selection to be an almost perfect pathogen. Using our own immune cells as a Trojan Horse to aid its spread, it's come up with clever ways to avoid being killed by antibiotics. But patience has been its biggest lesson--it can enter into a latent state when times are tough, only to come back to life when a host's immune system is compromised. Today, more than one million people die of the disease every year and around one-third of the world's population are believed to be infected. That's more than two billion people. Throw in the compounding problems of drug resistance, the HIV epidemic, and poverty, and it's clear that tuberculosis remains one of the most serious problems in world medicine.
Catching Breathfollows the history of TB through the ages, from its time as an infection of hunter-gatherers to the first human villages, which set it up with everything it needed to become the monstrous disease it is today, through to the perils of industrialization and urbanization. It goes on to look at the latest research in fighting the disease, with stories of modern scientific research, interviews with doctors on the TB frontline, and the personal experiences of those affected by the disease.",eng
17830450,Last Minute,A sweet Valentine's Day themed short,eng
18341812,The Forecast for D-day: And the Weatherman behind Ike’s Greatest Gamble,"Unknown story of a very well-known war: The story of the Supreme Headquarters for the Allied Expeditionary Force's (SHAEF's) chief meteorologist on whom Eisenhower relied, yet who was not a meteorologist at all, but a geophysicist whose specialty was the earth's magnetic field and whose appointment to the post was roundly criticized by both British and American weathermen. Explains how if Eisenhower had postponed for two weeks until tide and moonlight were right, a completely un-forecast gale would have caused the invasion to fail.",eng
23379808,Frankenstein Underground,"After a fight with Hellboy, Frankenstein's monster escapes the terrible Mexican laboratory where he was imprisoned and discovers strange creatures beneath the desert, where he'll learn some of the greatest secrets of the mystical world in the strangest Hellboy spinoff yet! Collects Frankenstein Underground #1-#5.",eng
17381072,Jimmie the Adonis,"Jimmy keeps coming into Thomas Sebastian's magic store. Eventually he plucks up the courage to ask for something to help him win a dance audition at Manny Malone's gay bar, the Golden Slipper. Jimmy explains he's desperate for the job to help pay his rent.
The 500-year-old Thomas is captivated by the young man's sexy good looks. He gives Jimmy a charm with a confidence-boosting spell, warning the spell can only dispense its magic a limited number of times.
Thomas and his boyfriend Kevin go to watch Jimmy's audition, but when the young man begins his strip tease, it soon becomes obvious Jimmy has already used up all the charm's magic.
Kevin sympathizes with Jimmie's plight and urges Thomas to do something. The results surprise and delight the eager and horny crowd, leading to a night none of them will ever forget. But will Jimmie be able to stay in his apartment because of his talent or will it be his fate to finish his audition on Manny's office couch as so many before him have?",eng
28446099,"Satisfaction (Temptation, #2)","This book is for mature audiences, 18+ It contains explicit language and sexual content.
Life hands out challenges that we all unwillingly accept. We have no choice in the acceptance really because that is essentially what life is; a series of unavoidable challenges thrown our way for us to overcome.
Alexis Summers is no stranger to facing challenges, as she has had her fair share of them since meeting and subsequently falling in love with Bryce. He was her new employer who had dominantly pursued her while she was happily married. But, it wasn't until her husband Rick, had confessed to previously having an affair, that Alexis finally allowed herself to give in to the temptation, that was Bryce Edward Clark.
In Satisfaction--Alexis and Bryce spend the most amazing week together, and discover the connection and love they share with one another, goes far deeper than anything they have ever experienced. What Alexis doesn't know, is the truth behind her husband's confession, and the underhanded deal Bryce made with him behind her back. Alexis' world will come crashing down around her when she discovers their secret, and she will once again find herself faced with having to overcome more of life's challenges.",eng
